,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Audio/Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Audio/Video URL
43,Administration Committee,1/10/2007,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, Californiaor immediately following the 9:30 AM BATA Oversight Committee Meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438958&GUID=ACCFF683-1279-4524-A4FF-A81F6D7E7F7A,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438958&GUID=ACCFF683-1279-4524-A4FF-A81F6D7E7F7A&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438958&GUID=ACCFF683-1279-4524-A4FF-A81F6D7E7F7A,,
44,Bay Area Toll Authority Oversight Committee,1/10/2007,,,"Joseph P. Bort Metro Center
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438960&GUID=35102EA2-8BF8-4274-8CD3-E3C07E8F2A16,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438960&GUID=35102EA2-8BF8-4274-8CD3-E3C07E8F2A16&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438960&GUID=35102EA2-8BF8-4274-8CD3-E3C07E8F2A16,,
45,Translink Management Group and TransLink Operating Group,1/8/2007,,,"BART
300 Lakeside Drive
23rd Floor Main Conference Room
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=447992&GUID=3E1FCA7D-3460-4DA4-AEDE-D49715837539,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=447992&GUID=3E1FCA7D-3460-4DA4-AEDE-D49715837539&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=447992&GUID=3E1FCA7D-3460-4DA4-AEDE-D49715837539,,
46,Metropolitan Transportation Commission,12/20/2006,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CaliforniaImmediately after the 10:00 a.m. BATA meeting whichever occurs later",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438955&GUID=0811C558-67B1-4D49-B524-566AE6E63898,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438955&GUID=0811C558-67B1-4D49-B524-566AE6E63898&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438955&GUID=0811C558-67B1-4D49-B524-566AE6E63898,,
47,Bay Area Toll Authority,12/20/2006,,,"Lawrence D. Dahms Auditorium
101 8th Street, 1st Floor
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438956&GUID=4EE327B0-4298-48AD-A1EB-4F5A894E8AB4,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438956&GUID=4EE327B0-4298-48AD-A1EB-4F5A894E8AB4&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438956&GUID=4EE327B0-4298-48AD-A1EB-4F5A894E8AB4,,
48,Partnership Technical Advisory Committee,12/18/2006,,,"MetroCenter Ground Floor, Auditorium
101 Eighth Street, Oakland, CA",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438954&GUID=5EB1E28D-7BDD-4BED-A7C0-7059991EE855,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438954&GUID=5EB1E28D-7BDD-4BED-A7C0-7059991EE855&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438954&GUID=5EB1E28D-7BDD-4BED-A7C0-7059991EE855,,
49,Programming and Allocations Committee,12/13/2006,,,"Joseph P. Bort MetroCenter Lawrence D. Dahms Auditorium 101 Eighth Street 
Oakland, California 94607Immediately following the Administration Committee, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438953&GUID=4168873F-0CB5-419E-8E83-52B71F014619,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438953&GUID=4168873F-0CB5-419E-8E83-52B71F014619&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438953&GUID=4168873F-0CB5-419E-8E83-52B71F014619,,
50,Administration Committee,12/13/2006,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, Californiaor immediately following the 9:30 AM BATA Oversight Committee Meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438929&GUID=0EA37038-AC16-430E-86BB-D1B7ED5F48B3,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438929&GUID=0EA37038-AC16-430E-86BB-D1B7ED5F48B3&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438929&GUID=0EA37038-AC16-430E-86BB-D1B7ED5F48B3,,
51,Bay Area Toll Authority Oversight Committee,12/13/2006,,,"Joseph P. Bort Metro CenterLawrence D. Dahms Auditorium101 Eighth StreetOakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438952&GUID=BD3EE696-A5E1-4642-A491-CB92AE47E510,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438952&GUID=BD3EE696-A5E1-4642-A491-CB92AE47E510&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438952&GUID=BD3EE696-A5E1-4642-A491-CB92AE47E510,,
52,Translink Management Group and TransLink Operating Group,12/11/2006,,,"Metropolitan Transportation Commission
Teleconference",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=447991&GUID=7BDC04C2-9EA2-49B5-A3D7-A07E9D3AE26D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=447991&GUID=7BDC04C2-9EA2-49B5-A3D7-A07E9D3AE26D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=447991&GUID=7BDC04C2-9EA2-49B5-A3D7-A07E9D3AE26D,,
53,Bay Area Partnership Board,12/8/2006,,,"Scottish Rite Center, 3rd Floor Banquet Room
1547 Lakeside Drive
Oakland, CA",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438950&GUID=EFA43C46-8065-4BC8-856C-D8BB03D912B9,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438950&GUID=EFA43C46-8065-4BC8-856C-D8BB03D912B9&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438950&GUID=EFA43C46-8065-4BC8-856C-D8BB03D912B9,,
54,Legislation Committee,12/8/2006,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438948&GUID=C969B881-E051-47BE-A0AB-2164CD15B15A,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438948&GUID=C969B881-E051-47BE-A0AB-2164CD15B15A&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438948&GUID=C969B881-E051-47BE-A0AB-2164CD15B15A,,
55,Operations Committee,12/8/2006,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA  94607or immediately following the 9:30 a.m. Planning Committee Meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438949&GUID=4455C232-52FD-4476-8A3E-3E0F8A02F179,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438949&GUID=4455C232-52FD-4476-8A3E-3E0F8A02F179&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438949&GUID=4455C232-52FD-4476-8A3E-3E0F8A02F179,,
56,Planning Committee,12/8/2006,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438951&GUID=21DF8945-2F74-4F74-B59D-009F84AC6BE5,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438951&GUID=21DF8945-2F74-4F74-B59D-009F84AC6BE5&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438951&GUID=21DF8945-2F74-4F74-B59D-009F84AC6BE5,,
57,Partnership Technical Advisory Committee,11/20/2006,,,"MetroCenter Ground Floor, Auditorium
101 Eighth Street, Oakland, CA",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438944&GUID=E6E3A970-D42A-42AB-9758-914892083500,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438944&GUID=E6E3A970-D42A-42AB-9758-914892083500&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438944&GUID=E6E3A970-D42A-42AB-9758-914892083500,,
58,Metropolitan Transportation Commission,11/15/2006,,,"Joseph P. Bort MetroCenterLawrence D. Dahms Auditorium101 Eighth StreetOakland, CaliforniaImmediately after the 10:00 a.m. BATA meeting whichever occurs later",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438946&GUID=CF955CAA-098E-43B8-AC90-9013C3A811E0,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438946&GUID=CF955CAA-098E-43B8-AC90-9013C3A811E0&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438946&GUID=CF955CAA-098E-43B8-AC90-9013C3A811E0,,
59,Service Authority for Freeways and Expressways,11/15/2006,,,,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438945&GUID=C25D942E-AA33-4EA2-88BF-A10D04EC65FF,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438945&GUID=C25D942E-AA33-4EA2-88BF-A10D04EC65FF&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438945&GUID=C25D942E-AA33-4EA2-88BF-A10D04EC65FF,,
60,Bay Area Toll Authority,11/15/2006,,,"Lawrence D. Dahms Auditorium
101 8th Street, 1st Floor
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438947&GUID=7534F936-E310-429D-8C54-FCAB89C3087C,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438947&GUID=7534F936-E310-429D-8C54-FCAB89C3087C&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438947&GUID=7534F936-E310-429D-8C54-FCAB89C3087C,,
61,Translink Management Group and TransLink Operating Group,11/13/2006,,,,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=447990&GUID=0F35D06C-6C08-4F9A-A689-416AC6A9A746,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=447990&GUID=0F35D06C-6C08-4F9A-A689-416AC6A9A746&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=447990&GUID=0F35D06C-6C08-4F9A-A689-416AC6A9A746,,
62,Programming and Allocations Committee,11/8/2006,,,"Joseph P. Bort MetroCenter Lawrence D. Dahms Auditorium 101 Eighth Street 
Oakland, California 94607Immediately following the Administration Committee, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438942&GUID=67159040-F5CA-4B59-84C7-0F0CD0C18BF2,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438942&GUID=67159040-F5CA-4B59-84C7-0F0CD0C18BF2&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438942&GUID=67159040-F5CA-4B59-84C7-0F0CD0C18BF2,,
63,Administration Committee,11/8/2006,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, Californiaor immediately following the 9:30 AM BATA Oversight Committee Meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438928&GUID=AD3B0136-4EA3-4718-80ED-7AE15FF7620A,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438928&GUID=AD3B0136-4EA3-4718-80ED-7AE15FF7620A&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438928&GUID=AD3B0136-4EA3-4718-80ED-7AE15FF7620A,,
64,Bay Area Toll Authority Oversight Committee,11/8/2006,,,"Joseph P. Bort Metro CenterLawrence D. Dahms Auditorium101 Eighth StreetOakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438943&GUID=4D294D74-DEFD-4F41-98B0-9DB8968E035A,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438943&GUID=4D294D74-DEFD-4F41-98B0-9DB8968E035A&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438943&GUID=4D294D74-DEFD-4F41-98B0-9DB8968E035A,,
65,Legislation Committee,11/3/2006,,,"Joseph P. Bort MetroCenter Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438941&GUID=54465805-A5D5-42C8-B9DF-0848DF7AE75D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438941&GUID=54465805-A5D5-42C8-B9DF-0848DF7AE75D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438941&GUID=54465805-A5D5-42C8-B9DF-0848DF7AE75D,,
66,Operations Committee,11/3/2006,,,,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438939&GUID=CBD9C195-B04B-40FB-85E1-6307C220812E,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438939&GUID=CBD9C195-B04B-40FB-85E1-6307C220812E&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438939&GUID=CBD9C195-B04B-40FB-85E1-6307C220812E,,
67,Planning Committee,11/3/2006,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street
Oakland, CA  94607NOTE: Change of Date",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438940&GUID=BD8A36FE-3BEC-4229-8987-279D9710387C,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438940&GUID=BD8A36FE-3BEC-4229-8987-279D9710387C&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438940&GUID=BD8A36FE-3BEC-4229-8987-279D9710387C,,
68,Metropolitan Transportation Commission,10/25/2006,,,"San Francisco Port Building
Pier One 
Bayside 2 Conference Room
San Francisco, Californiaor immediately after the 10:30 a.m. BATA meeting whichever occurs later",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438938&GUID=A987921C-8DBE-4ECF-81FD-7A8A7A8A447F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438938&GUID=A987921C-8DBE-4ECF-81FD-7A8A7A8A447F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438938&GUID=A987921C-8DBE-4ECF-81FD-7A8A7A8A447F,,
69,Bay Area Toll Authority,10/25/2006,,,"San Francisco Port Building
Pier One
Bayside 2 Conference Room
San Francisco, CA",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438937&GUID=FAE0C889-B46D-4652-BAD0-23F37FF20F5C,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438937&GUID=FAE0C889-B46D-4652-BAD0-23F37FF20F5C&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438937&GUID=FAE0C889-B46D-4652-BAD0-23F37FF20F5C,,
70,Bay Area Partnership Board,10/20/2006,,,,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438936&GUID=71697665-E665-4E3B-8AF7-4BDAF788CF85,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438936&GUID=71697665-E665-4E3B-8AF7-4BDAF788CF85&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438936&GUID=71697665-E665-4E3B-8AF7-4BDAF788CF85,,
71,Translink Management Group and TransLink Operating Group,10/16/2006,,,"San Francisco Municipal Transportation Agency
1 South Van Ness Avenue
Marina Room, #3239, 3rd Floor
San Francisco",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=447989&GUID=3A39B53D-73B6-43AB-BFB7-EED86F06BA0B,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=447989&GUID=3A39B53D-73B6-43AB-BFB7-EED86F06BA0B&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=447989&GUID=3A39B53D-73B6-43AB-BFB7-EED86F06BA0B,,
72,Legislation Committee,10/13/2006,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, Californiaor immediately following the 10:00 a.m. Operations Committee, whichever occurs later",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438932&GUID=E118F739-6BDB-4AC3-991E-603369957744,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438932&GUID=E118F739-6BDB-4AC3-991E-603369957744&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438932&GUID=E118F739-6BDB-4AC3-991E-603369957744,,
73,Operations Committee,10/13/2006,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438934&GUID=9DFF178B-F2EF-476B-A11D-117C8E0DCEBD,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438934&GUID=9DFF178B-F2EF-476B-A11D-117C8E0DCEBD&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438934&GUID=9DFF178B-F2EF-476B-A11D-117C8E0DCEBD,,
74,Operations Committee,10/13/2006,,,,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438933&GUID=A75DA20E-2E61-4B9C-B1D5-A86C2D7CD32E,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438933&GUID=A75DA20E-2E61-4B9C-B1D5-A86C2D7CD32E&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438933&GUID=A75DA20E-2E61-4B9C-B1D5-A86C2D7CD32E,,
75,Planning Committee,10/13/2006,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438935&GUID=661BC013-C082-469F-8B50-4F08DB71A7A9,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438935&GUID=661BC013-C082-469F-8B50-4F08DB71A7A9&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438935&GUID=661BC013-C082-469F-8B50-4F08DB71A7A9,,
76,Programming and Allocations Committee,10/4/2006,,,"or Immediately following the Administration Committee, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438930&GUID=B9D86552-3674-4240-BC3D-E324425DE198,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438930&GUID=B9D86552-3674-4240-BC3D-E324425DE198&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438930&GUID=B9D86552-3674-4240-BC3D-E324425DE198,,
77,Administration Committee,10/4/2006,,,"or immediately following the 9:30 AM BATA Oversight Committee Meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=438925&GUID=FC29C6EF-FD74-4D9E-8932-5D095BDEFC94,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=438925&GUID=FC29C6EF-FD74-4D9E-8932-5D095BDEFC94&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=438925&GUID=FC29C6EF-FD74-4D9E-8932-5D095BDEFC94,,
