,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Audio Text,Transcript Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL,Audio URL,Transcript URL
53,Budget and Finance Committee,9/5/2012,,11:00 AM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=201992&GUID=5040B9D2-BE64-47C7-80EA-1A9E434719D9,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=201992&GUID=5040B9D2-BE64-47C7-80EA-1A9E434719D9&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=201992&GUID=5040B9D2-BE64-47C7-80EA-1A9E434719D9,https://sfgov.legistar.com/View.ashx?M=M&ID=201992&GUID=5040B9D2-BE64-47C7-80EA-1A9E434719D9,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
54,Board of Supervisors,9/4/2012,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=207924&GUID=91FB54CF-0C70-45F2-9215-BE03AA1DF830,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=207924&GUID=91FB54CF-0C70-45F2-9215-BE03AA1DF830&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=207924&GUID=91FB54CF-0C70-45F2-9215-BE03AA1DF830,https://sfgov.legistar.com/View.ashx?M=M&ID=207924&GUID=91FB54CF-0C70-45F2-9215-BE03AA1DF830,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
55,Board of Supervisors,7/31/2012,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=201899&GUID=0277FBF6-60F4-492A-8FDE-F23499BBEF5C,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=201899&GUID=0277FBF6-60F4-492A-8FDE-F23499BBEF5C&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=201899&GUID=0277FBF6-60F4-492A-8FDE-F23499BBEF5C,https://sfgov.legistar.com/View.ashx?M=M&ID=201899&GUID=0277FBF6-60F4-492A-8FDE-F23499BBEF5C,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
56,Land Use and Economic Development Committee,7/30/2012,,1:00 PM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=201953&GUID=8A4F1754-61F5-4E36-83BC-BE9C4230214B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=201953&GUID=8A4F1754-61F5-4E36-83BC-BE9C4230214B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=201953&GUID=8A4F1754-61F5-4E36-83BC-BE9C4230214B,https://sfgov.legistar.com/View.ashx?M=M&ID=201953&GUID=8A4F1754-61F5-4E36-83BC-BE9C4230214B,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
57,Government Audit and Oversight Committee,7/30/2012,,11:00 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=200827&GUID=F1F6F289-B39E-419B-84C3-9E06A81B2461,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=200827&GUID=F1F6F289-B39E-419B-84C3-9E06A81B2461&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=200827&GUID=F1F6F289-B39E-419B-84C3-9E06A81B2461,https://sfgov.legistar.com/View.ashx?M=M&ID=200827&GUID=F1F6F289-B39E-419B-84C3-9E06A81B2461,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
58,City Operations and Neighborhood Services Committee,7/30/2012,,9:00 AM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=201490&GUID=54E48180-1987-4851-A869-DBF31F9BB81F,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=201490&GUID=54E48180-1987-4851-A869-DBF31F9BB81F&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=201490&GUID=54E48180-1987-4851-A869-DBF31F9BB81F,https://sfgov.legistar.com/View.ashx?M=M&ID=201490&GUID=54E48180-1987-4851-A869-DBF31F9BB81F,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
59,Public Safety Committee,7/26/2012,,10:30 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=200577&GUID=4AA80CED-0A22-46B2-AEC2-C2505F157DB2,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=200577&GUID=4AA80CED-0A22-46B2-AEC2-C2505F157DB2&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=200577&GUID=4AA80CED-0A22-46B2-AEC2-C2505F157DB2,https://sfgov.legistar.com/View.ashx?M=M&ID=200577&GUID=4AA80CED-0A22-46B2-AEC2-C2505F157DB2,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
60,Budget and Finance Sub-Committee,7/25/2012,,12:00 PM,"City Hall, Legislative Chamber, Room 250Rescheduled Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=200453&GUID=926AE15F-F357-4C55-B819-5BFBE5330E81,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=200453&GUID=926AE15F-F357-4C55-B819-5BFBE5330E81&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=200453&GUID=926AE15F-F357-4C55-B819-5BFBE5330E81,https://sfgov.legistar.com/View.ashx?M=M&ID=200453&GUID=926AE15F-F357-4C55-B819-5BFBE5330E81,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
61,Board of Supervisors,7/24/2012,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=200909&GUID=DDD6F69B-60F5-406E-B94E-6678D9A1D4AA,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=200909&GUID=DDD6F69B-60F5-406E-B94E-6678D9A1D4AA&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=200909&GUID=DDD6F69B-60F5-406E-B94E-6678D9A1D4AA,https://sfgov.legistar.com/View.ashx?M=M&ID=200909&GUID=DDD6F69B-60F5-406E-B94E-6678D9A1D4AA,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
62,Land Use and Economic Development Committee,7/23/2012,,1:00 PM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=201508&GUID=5D368760-10D5-4CEE-BB69-FBB10ACCE057,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=201508&GUID=5D368760-10D5-4CEE-BB69-FBB10ACCE057&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=201508&GUID=5D368760-10D5-4CEE-BB69-FBB10ACCE057,https://sfgov.legistar.com/View.ashx?M=M&ID=201508&GUID=5D368760-10D5-4CEE-BB69-FBB10ACCE057,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
63,Rules Committee,7/19/2012,,1:30 PM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=199138&GUID=7FBEF488-979C-40AF-A4E7-14F54FCF3EA0,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=199138&GUID=7FBEF488-979C-40AF-A4E7-14F54FCF3EA0&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=199138&GUID=7FBEF488-979C-40AF-A4E7-14F54FCF3EA0,https://sfgov.legistar.com/View.ashx?M=M&ID=199138&GUID=7FBEF488-979C-40AF-A4E7-14F54FCF3EA0,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
64,Budget and Finance Sub-Committee,7/18/2012,,12:00 PM,"City Hall, Legislative Chamber, Room 250Rescheduled Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=199207&GUID=5BC5DAC8-2154-4FB2-8E0D-061B7FDB4C46,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=199207&GUID=5BC5DAC8-2154-4FB2-8E0D-061B7FDB4C46&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=199207&GUID=5BC5DAC8-2154-4FB2-8E0D-061B7FDB4C46,https://sfgov.legistar.com/View.ashx?M=M&ID=199207&GUID=5BC5DAC8-2154-4FB2-8E0D-061B7FDB4C46,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
65,Board of Supervisors,7/17/2012,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=200591&GUID=4E77A78A-8D89-4982-9FD5-01C77647BFA8,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=200591&GUID=4E77A78A-8D89-4982-9FD5-01C77647BFA8&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=200591&GUID=4E77A78A-8D89-4982-9FD5-01C77647BFA8,https://sfgov.legistar.com/View.ashx?M=M&ID=200591&GUID=4E77A78A-8D89-4982-9FD5-01C77647BFA8,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
66,Land Use and Economic Development Committee,7/16/2012,,1:00 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=200492&GUID=5CBB9CEA-8508-4590-B92A-886E0C1D8BF7,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=200492&GUID=5CBB9CEA-8508-4590-B92A-886E0C1D8BF7&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=200492&GUID=5CBB9CEA-8508-4590-B92A-886E0C1D8BF7,https://sfgov.legistar.com/View.ashx?M=M&ID=200492&GUID=5CBB9CEA-8508-4590-B92A-886E0C1D8BF7,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
67,Rules Committee,7/16/2012,,10:30 AM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=200544&GUID=450548CE-4DD1-48AF-B239-6B57802A085D,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=200544&GUID=450548CE-4DD1-48AF-B239-6B57802A085D&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=200544&GUID=450548CE-4DD1-48AF-B239-6B57802A085D,https://sfgov.legistar.com/View.ashx?M=M&ID=200544&GUID=450548CE-4DD1-48AF-B239-6B57802A085D,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
68,Government Audit and Oversight Committee,7/12/2012,,1:00 PM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=200245&GUID=7B18712F-2D9E-430B-BEE1-997D0F4E5C9B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=200245&GUID=7B18712F-2D9E-430B-BEE1-997D0F4E5C9B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=200245&GUID=7B18712F-2D9E-430B-BEE1-997D0F4E5C9B,https://sfgov.legistar.com/View.ashx?M=M&ID=200245&GUID=7B18712F-2D9E-430B-BEE1-997D0F4E5C9B,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
69,Budget and Finance Sub-Committee,7/12/2012,,11:30 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=199560&GUID=CCB3C7E5-9AB7-4BC1-B32F-E860A77CF9F9,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=199560&GUID=CCB3C7E5-9AB7-4BC1-B32F-E860A77CF9F9&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=199560&GUID=CCB3C7E5-9AB7-4BC1-B32F-E860A77CF9F9,https://sfgov.legistar.com/View.ashx?M=M&ID=199560&GUID=CCB3C7E5-9AB7-4BC1-B32F-E860A77CF9F9,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
70,Public Safety Committee,7/12/2012,,10:30 AM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=199277&GUID=6D6A7D76-DFBB-451D-A8F5-A6FBA8020EFC,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=199277&GUID=6D6A7D76-DFBB-451D-A8F5-A6FBA8020EFC&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=199277&GUID=6D6A7D76-DFBB-451D-A8F5-A6FBA8020EFC,https://sfgov.legistar.com/View.ashx?M=M&ID=199277&GUID=6D6A7D76-DFBB-451D-A8F5-A6FBA8020EFC,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
71,Rules Committee,7/11/2012,,1:30 PM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=200275&GUID=64F44681-243E-404F-8DB0-C2D21A9AA7E0,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=200275&GUID=64F44681-243E-404F-8DB0-C2D21A9AA7E0&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=200275&GUID=64F44681-243E-404F-8DB0-C2D21A9AA7E0,https://sfgov.legistar.com/View.ashx?M=M&ID=200275&GUID=64F44681-243E-404F-8DB0-C2D21A9AA7E0,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
72,Budget and Finance Sub-Committee,7/11/2012,,10:00 AM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=199206&GUID=D5C42A00-62B2-4AA2-BB05-7E4A592F4E67,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=199206&GUID=D5C42A00-62B2-4AA2-BB05-7E4A592F4E67&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=199206&GUID=D5C42A00-62B2-4AA2-BB05-7E4A592F4E67,https://sfgov.legistar.com/View.ashx?M=M&ID=199206&GUID=D5C42A00-62B2-4AA2-BB05-7E4A592F4E67,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
73,Board of Supervisors,7/10/2012,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=200246&GUID=45BD09C0-D58A-423C-B998-A01EC0ADB44B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=200246&GUID=45BD09C0-D58A-423C-B998-A01EC0ADB44B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=200246&GUID=45BD09C0-D58A-423C-B998-A01EC0ADB44B,https://sfgov.legistar.com/View.ashx?M=M&ID=200246&GUID=45BD09C0-D58A-423C-B998-A01EC0ADB44B,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
74,Land Use and Economic Development Committee,7/9/2012,,1:00 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=199275&GUID=DADB9921-215E-402D-B8AE-1F2172BE2319,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=199275&GUID=DADB9921-215E-402D-B8AE-1F2172BE2319&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=199275&GUID=DADB9921-215E-402D-B8AE-1F2172BE2319,https://sfgov.legistar.com/View.ashx?M=M&ID=199275&GUID=DADB9921-215E-402D-B8AE-1F2172BE2319,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
75,City Operations and Neighborhood Services Committee,7/9/2012,,10:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=199580&GUID=A2EB2796-0BBE-400E-9223-BFCF2833BD16,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=199580&GUID=A2EB2796-0BBE-400E-9223-BFCF2833BD16&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=199580&GUID=A2EB2796-0BBE-400E-9223-BFCF2833BD16,https://sfgov.legistar.com/View.ashx?M=M&ID=199580&GUID=A2EB2796-0BBE-400E-9223-BFCF2833BD16,,,
76,City and School District Select Committee,6/28/2012,,3:30 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=198736&GUID=76722D8D-69DC-4425-A0E1-A244A109CA9A,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=198736&GUID=76722D8D-69DC-4425-A0E1-A244A109CA9A&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=198736&GUID=76722D8D-69DC-4425-A0E1-A244A109CA9A,https://sfgov.legistar.com/View.ashx?M=M&ID=198736&GUID=76722D8D-69DC-4425-A0E1-A244A109CA9A,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
77,Budget and Finance Committee,6/28/2012,,1:00 PM,"City Hall, Legislative Chamber, Room 250Recessed Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=199192&GUID=725D89BB-B335-49D2-A332-9A94E24092A8,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=199192&GUID=725D89BB-B335-49D2-A332-9A94E24092A8&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=199192&GUID=725D89BB-B335-49D2-A332-9A94E24092A8,https://sfgov.legistar.com/View.ashx?M=M&ID=199192&GUID=725D89BB-B335-49D2-A332-9A94E24092A8,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
78,Budget and Finance Committee,6/27/2012,,10:00 AM,"City Hall, Legislative Chamber, Room 250Rescheduled Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=194971&GUID=E4A3DBE6-253D-4527-9A08-4C9CC1511E47,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=194971&GUID=E4A3DBE6-253D-4527-9A08-4C9CC1511E47&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=194971&GUID=E4A3DBE6-253D-4527-9A08-4C9CC1511E47,https://sfgov.legistar.com/View.ashx?M=M&ID=194971&GUID=E4A3DBE6-253D-4527-9A08-4C9CC1511E47,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
79,Board of Supervisors,6/26/2012,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=198793&GUID=6347EECB-8DAC-4AC3-AA2F-9F6DD4DB2A98,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=198793&GUID=6347EECB-8DAC-4AC3-AA2F-9F6DD4DB2A98&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=198793&GUID=6347EECB-8DAC-4AC3-AA2F-9F6DD4DB2A98,https://sfgov.legistar.com/View.ashx?M=M&ID=198793&GUID=6347EECB-8DAC-4AC3-AA2F-9F6DD4DB2A98,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
80,Land Use and Economic Development Committee,6/25/2012,,3:00 PM,"City Hall, Committee Room 263Rescheduled Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=198800&GUID=2271C9AF-0786-45AF-B436-A5D5EE54912F,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=198800&GUID=2271C9AF-0786-45AF-B436-A5D5EE54912F&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=198800&GUID=2271C9AF-0786-45AF-B436-A5D5EE54912F,https://sfgov.legistar.com/View.ashx?M=M&ID=198800&GUID=2271C9AF-0786-45AF-B436-A5D5EE54912F,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
81,Budget and Finance Committee,6/25/2012,,10:00 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=194970&GUID=734AF433-0230-499E-9C88-CE8515061F06,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=194970&GUID=734AF433-0230-499E-9C88-CE8515061F06&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=194970&GUID=734AF433-0230-499E-9C88-CE8515061F06,https://sfgov.legistar.com/View.ashx?M=M&ID=194970&GUID=734AF433-0230-499E-9C88-CE8515061F06,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
82,City Operations and Neighborhood Services Committee,6/25/2012,,10:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=198708&GUID=6EC1AC05-0B52-45F2-983A-7C93A8BC5345,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=198708&GUID=6EC1AC05-0B52-45F2-983A-7C93A8BC5345&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=198708&GUID=6EC1AC05-0B52-45F2-983A-7C93A8BC5345,https://sfgov.legistar.com/View.ashx?M=M&ID=198708&GUID=6EC1AC05-0B52-45F2-983A-7C93A8BC5345,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
83,Budget and Finance Committee,6/22/2012,,10:00 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=198101&GUID=76A26998-D30D-4FAD-AEDD-5E07393440F6,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=198101&GUID=76A26998-D30D-4FAD-AEDD-5E07393440F6&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=198101&GUID=76A26998-D30D-4FAD-AEDD-5E07393440F6,https://sfgov.legistar.com/View.ashx?M=M&ID=198101&GUID=76A26998-D30D-4FAD-AEDD-5E07393440F6,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
84,Budget and Finance Committee,6/21/2012,,10:00 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=194969&GUID=C6ADB522-D77D-4365-97BF-A30337E7541C,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=194969&GUID=C6ADB522-D77D-4365-97BF-A30337E7541C&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=194969&GUID=C6ADB522-D77D-4365-97BF-A30337E7541C,https://sfgov.legistar.com/View.ashx?M=M&ID=194969&GUID=C6ADB522-D77D-4365-97BF-A30337E7541C,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
85,Government Audit and Oversight Committee,6/21/2012,,10:00 AM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=198649&GUID=84931334-29A1-4D74-BC15-84B0E6A0A2BD,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=198649&GUID=84931334-29A1-4D74-BC15-84B0E6A0A2BD&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=198649&GUID=84931334-29A1-4D74-BC15-84B0E6A0A2BD,https://sfgov.legistar.com/View.ashx?M=M&ID=198649&GUID=84931334-29A1-4D74-BC15-84B0E6A0A2BD,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
